Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),Revenue ($),Cost_Per_Student ($),Difficulty_Level,Completion_Status
2150,Course_2150,Office Tools,88,136,59.56,Coursera,59.08,3.77,8034.88,0.43,Long,Moderate
2151,Course_2151,Business,81,3693,78.93,LinkedIn Learning,65.6,4.74,242260.8,0.02,Long,High
2152,Course_2152,Office Tools,85,4964,86.07,Coursera,82.39,3.82,408983.96,0.02,Long,High
2153,Course_2153,Data Science,65,1777,86.13,LinkedIn Learning,31.15,4.65,55353.55,0.02,Long,High
2154,Course_2154,Design,22,4759,83.95,edX,135.1,3.91,642940.9,0.03,Medium,High
2155,Course_2155,Finance,33,2722,54.42,Udemy,172.96,3.84,470797.12,0.06,Medium,Moderate
2156,Course_2156,Technology,39,3014,55.32,Udemy,148.72,4.37,448242.08,0.05,Medium,Moderate
2157,Course_2157,Finance,43,4838,94.13,Udemy,144.98,4.67,701413.24,0.03,Medium,High
2158,Course_2158,Business,78,3250,73.29,Coursera,32.43,3.29,105397.5,0.01,Long,High
2159,Course_2159,Design,31,199,95.35,Coursera,34.87,3.53,6939.13,0.18,Medium,High
2160,Course_2160,Programming,62,4815,73.22,edX,126.11,4.47,607219.65,0.03,Long,High
2161,Course_2161,Design,44,3961,60.24,edX,108.25,3.8,428778.25,0.03,Medium,Moderate
2162,Course_2162,Programming,78,3030,84.02,edX,96.35,4.86,291940.5,0.03,Long,High
2163,Course_2163,AI,12,926,72.08,edX,72.04,4.22,66709.04,0.08,Short,High
2164,Course_2164,Finance,33,1873,74.89,Coursera,81.2,4.3,152087.6,0.04,Medium,High
2165,Course_2165,Finance,17,3588,89.2,edX,180.4,3.91,647275.2,0.05,Short,High
2166,Course_2166,Marketing,94,3554,57.41,LinkedIn Learning,91.91,4.57,326648.14,0.03,Long,Moderate
2167,Course_2167,Marketing,71,2169,89.53,edX,74.92,4.9,162501.48,0.03,Long,High
2168,Course_2168,Programming,23,1659,69.97,edX,28.42,3.55,47148.78,0.02,Medium,Moderate
2169,Course_2169,Technology,16,3701,66.85,edX,196.97,3.56,728985.97,0.05,Short,Moderate
2170,Course_2170,Data Science,59,4458,96.4,LinkedIn Learning,41.06,3.36,183045.48,0.01,Long,High
2171,Course_2171,Business,96,1438,83.27,Coursera,130.99,3.92,188363.62,0.09,Long,High
2172,Course_2172,Marketing,58,1286,55.26,Udemy,112.99,3.98,145305.14,0.09,Long,Moderate
2173,Course_2173,Finance,39,4897,59.99,Coursera,89.23,3.55,436959.31,0.02,Medium,Moderate
2174,Course_2174,Programming,87,1642,91.11,edX,61.53,3.93,101032.26,0.04,Long,High
2175,Course_2175,Office Tools,70,232,95.55,Coursera,193.63,3.73,44922.16,0.83,Long,High
2176,Course_2176,Business,95,1243,96.72,Udemy,187.31,4.76,232826.33,0.15,Long,High
2177,Course_2177,Data Science,33,1082,89.2,LinkedIn Learning,91.97,3.33,99511.54,0.08,Medium,High
2178,Course_2178,AI,40,1076,88.35,Coursera,23.32,4.98,25092.32,0.02,Medium,High
2179,Course_2179,AI,19,4273,66.89,Coursera,182.21,3.84,778583.33,0.04,Short,Moderate
2180,Course_2180,Finance,96,4127,59.08,Udemy,105.03,4.84,433458.81,0.03,Long,Moderate
2181,Course_2181,Office Tools,92,1650,52.22,LinkedIn Learning,120.87,3.81,199435.5,0.07,Long,Moderate
2182,Course_2182,Data Science,28,2904,65.23,Udemy,83.47,3.83,242396.88,0.03,Medium,Moderate
2183,Course_2183,Technology,75,1635,77.74,Udemy,168.15,4.27,274925.25,0.1,Long,High
2184,Course_2184,AI,14,1882,57.75,Coursera,16.24,4.51,30563.68,0.01,Short,Moderate
2185,Course_2185,Marketing,56,808,99.53,edX,139.66,4.46,112845.28,0.17,Long,High
2186,Course_2186,Programming,26,4176,96.99,LinkedIn Learning,12.7,4.53,53035.2,0.0,Medium,High
2187,Course_2187,Business,32,3567,95.42,LinkedIn Learning,77.55,3.99,276620.85,0.02,Medium,High
2188,Course_2188,Business,71,4164,54.43,LinkedIn Learning,143.39,4.85,597075.96,0.03,Long,Moderate
2189,Course_2189,Design,48,3654,90.96,Udemy,161.58,4.48,590413.32,0.04,Medium,High
2190,Course_2190,Programming,13,1662,89.57,Coursera,129.7,4.79,215561.4,0.08,Short,High
2191,Course_2191,Programming,80,2299,74.04,edX,57.55,4.9,132307.45,0.03,Long,High
2192,Course_2192,Office Tools,95,300,68.05,Udemy,121.37,3.19,36411.0,0.4,Long,Moderate
2193,Course_2193,Technology,91,1405,57.41,Udemy,148.09,3.49,208066.45,0.11,Long,Moderate
2194,Course_2194,AI,98,483,73.22,Coursera,138.1,3.37,66702.3,0.29,Long,High
2195,Course_2195,Business,94,3579,66.68,Udemy,134.99,3.61,483129.21,0.04,Long,Moderate
2196,Course_2196,Marketing,68,2520,93.43,LinkedIn Learning,104.96,3.95,264499.2,0.04,Long,High
2197,Course_2197,AI,92,909,78.7,LinkedIn Learning,26.36,3.55,23961.24,0.03,Long,High
2198,Course_2198,AI,27,1708,97.23,edX,108.7,4.29,185659.6,0.06,Medium,High
2199,Course_2199,Programming,80,4191,80.31,Udemy,79.79,4.69,334399.89,0.02,Long,High
2200,Course_2200,Business,84,1953,65.57,edX,124.45,3.42,243050.85,0.06,Long,Moderate
2201,Course_2201,Business,21,3316,83.36,edX,70.57,3.34,234010.12,0.02,Medium,High
2202,Course_2202,Business,56,3890,53.57,Udemy,181.38,3.44,705568.2,0.05,Long,Moderate
2203,Course_2203,Data Science,39,3911,59.62,Coursera,195.49,4.06,764561.39,0.05,Medium,Moderate
2204,Course_2204,Finance,21,2025,61.39,edX,84.2,3.36,170505.0,0.04,Medium,Moderate
2205,Course_2205,Technology,71,735,81.27,LinkedIn Learning,120.12,4.23,88288.2,0.16,Long,High
2206,Course_2206,Technology,36,798,63.77,edX,162.59,3.29,129746.82,0.2,Medium,Moderate
2207,Course_2207,Technology,69,4807,96.0,LinkedIn Learning,112.93,4.63,542854.51,0.02,Long,High
2208,Course_2208,AI,68,3711,73.41,Udemy,90.54,4.63,335993.94,0.02,Long,High
2209,Course_2209,Programming,38,4610,85.84,edX,102.31,3.9,471649.1,0.02,Medium,High
2210,Course_2210,Office Tools,68,895,60.01,Udemy,141.95,3.67,127045.25,0.16,Long,Moderate
2211,Course_2211,Data Science,88,2529,52.49,edX,91.71,4.38,231934.59,0.04,Long,Moderate
2212,Course_2212,Marketing,88,3173,97.82,edX,85.87,3.1,272465.51,0.03,Long,High
2213,Course_2213,Marketing,90,3377,84.27,Coursera,123.76,3.33,417937.52,0.04,Long,High
2214,Course_2214,Data Science,38,1631,62.72,edX,101.28,3.86,165187.68,0.06,Medium,Moderate
2215,Course_2215,Design,45,4343,54.88,Udemy,118.36,4.48,514037.48,0.03,Medium,Moderate
2216,Course_2216,Marketing,27,2370,85.07,Coursera,35.13,3.25,83258.1,0.01,Medium,High
2217,Course_2217,Finance,99,1522,57.4,edX,85.28,3.23,129796.16,0.06,Long,Moderate
2218,Course_2218,Marketing,49,2205,54.78,Coursera,58.51,4.89,129014.55,0.03,Medium,Moderate
2219,Course_2219,Business,20,3862,64.79,Coursera,15.09,4.8,58277.58,0.0,Medium,Moderate
2220,Course_2220,Data Science,16,4584,68.17,LinkedIn Learning,140.72,4.42,645060.48,0.03,Short,Moderate
2221,Course_2221,Data Science,56,3604,73.89,edX,77.99,4.3,281075.96,0.02,Long,High
2222,Course_2222,Business,98,3970,75.71,Coursera,80.44,3.01,319346.8,0.02,Long,High
2223,Course_2223,Technology,85,3366,74.5,Udemy,71.55,4.32,240837.3,0.02,Long,High
2224,Course_2224,Programming,96,2027,51.74,edX,66.1,4.44,133984.7,0.03,Long,Moderate
2225,Course_2225,Data Science,36,4144,64.62,LinkedIn Learning,63.35,4.0,262522.4,0.02,Medium,Moderate
2226,Course_2226,AI,71,4145,89.22,Coursera,40.97,3.37,169820.65,0.01,Long,High
2227,Course_2227,Finance,67,558,65.32,LinkedIn Learning,99.79,4.95,55682.82,0.18,Long,Moderate
2228,Course_2228,Technology,10,2590,69.13,Coursera,70.01,4.15,181325.9,0.03,Short,Moderate
2229,Course_2229,Technology,97,3715,91.62,Coursera,49.28,5.0,183075.2,0.01,Long,High
2230,Course_2230,Office Tools,19,2375,86.7,Coursera,196.44,4.46,466545.0,0.08,Short,High
2231,Course_2231,Finance,38,4816,97.51,edX,190.15,3.21,915762.4,0.04,Medium,High
2232,Course_2232,Business,15,3588,83.76,LinkedIn Learning,43.57,4.05,156329.16,0.01,Short,High
2233,Course_2233,Technology,31,2845,73.07,LinkedIn Learning,14.16,3.61,40285.2,0.0,Medium,High
2234,Course_2234,Business,87,3808,89.99,LinkedIn Learning,99.44,4.86,378667.52,0.03,Long,High
2235,Course_2235,Data Science,76,3677,76.9,Coursera,142.16,4.42,522722.32,0.04,Long,High
2236,Course_2236,Programming,72,3673,65.83,Udemy,30.81,4.93,113165.13,0.01,Long,Moderate
2237,Course_2237,Data Science,79,2071,91.86,edX,64.69,4.96,133972.99,0.03,Long,High
2238,Course_2238,Design,69,1692,52.65,Coursera,39.75,3.21,67257.0,0.02,Long,Moderate
2239,Course_2239,Data Science,53,2413,72.94,LinkedIn Learning,173.79,4.47,419355.27,0.07,Long,High
2240,Course_2240,Marketing,20,441,98.38,Udemy,89.45,4.49,39447.45,0.2,Medium,High
2241,Course_2241,Data Science,14,2496,88.0,edX,120.57,4.36,300942.72,0.05,Short,High
2242,Course_2242,Business,13,1175,55.25,Coursera,83.1,4.28,97642.5,0.07,Short,Moderate
2243,Course_2243,AI,58,4494,79.21,edX,53.22,4.3,239170.68,0.01,Long,High
2244,Course_2244,Marketing,99,1668,58.34,edX,114.68,3.09,191286.24,0.07,Long,Moderate
2245,Course_2245,Marketing,54,4842,80.82,Coursera,137.57,4.26,666113.94,0.03,Long,High
2246,Course_2246,Marketing,79,4018,74.65,Coursera,123.79,3.93,497388.22,0.03,Long,High
2247,Course_2247,AI,54,2421,65.27,Udemy,139.89,4.05,338673.69,0.06,Long,Moderate
2248,Course_2248,Finance,58,2989,63.14,edX,173.16,4.17,517575.24,0.06,Long,Moderate
2249,Course_2249,Office Tools,88,3367,55.83,edX,111.6,4.71,375757.2,0.03,Long,Moderate
2250,Course_2250,Data Science,40,4176,78.27,Coursera,128.93,4.66,538411.68,0.03,Medium,High
2251,Course_2251,Design,11,4439,55.16,Udemy,132.59,4.26,588567.01,0.03,Short,Moderate
2252,Course_2252,Marketing,15,3529,96.92,Coursera,62.13,4.76,219256.77,0.02,Short,High
2253,Course_2253,AI,45,589,57.15,Udemy,170.28,3.81,100294.92,0.29,Medium,Moderate
2254,Course_2254,Marketing,83,1055,78.39,Udemy,163.5,3.77,172492.5,0.15,Long,High
2255,Course_2255,Technology,99,2761,76.86,Udemy,115.25,4.0,318205.25,0.04,Long,High
2256,Course_2256,Office Tools,60,2135,97.06,Coursera,57.58,3.64,122933.3,0.03,Long,High
2257,Course_2257,Design,14,3863,92.52,edX,72.22,4.69,278985.86,0.02,Short,High
2258,Course_2258,Finance,90,3529,51.88,LinkedIn Learning,152.56,4.55,538384.24,0.04,Long,Moderate
2259,Course_2259,AI,46,3944,58.25,LinkedIn Learning,158.23,4.18,624059.12,0.04,Medium,Moderate
2260,Course_2260,Business,48,2190,99.75,LinkedIn Learning,193.29,3.43,423305.1,0.09,Medium,High
2261,Course_2261,AI,55,3145,51.26,Udemy,36.6,3.79,115107.0,0.01,Long,Moderate
2262,Course_2262,Office Tools,74,921,56.7,Coursera,41.65,4.24,38359.65,0.05,Long,Moderate
2263,Course_2263,Design,78,1073,50.41,Udemy,156.23,3.25,167634.79,0.15,Long,Moderate
2264,Course_2264,Technology,10,442,53.44,Udemy,199.93,3.67,88369.06,0.45,Short,Moderate
2265,Course_2265,Office Tools,74,625,74.23,LinkedIn Learning,60.33,4.43,37706.25,0.1,Long,High
2266,Course_2266,Finance,43,509,76.53,Udemy,24.77,4.13,12607.93,0.05,Medium,High
2267,Course_2267,Finance,92,3457,51.92,edX,139.33,3.62,481663.81,0.04,Long,Moderate
2268,Course_2268,Marketing,10,2228,93.67,Udemy,26.27,4.6,58529.56,0.01,Short,High
2269,Course_2269,Marketing,45,3499,56.08,LinkedIn Learning,198.66,3.81,695111.34,0.06,Medium,Moderate
2270,Course_2270,Data Science,54,3562,88.12,edX,32.58,4.87,116049.96,0.01,Long,High
2271,Course_2271,AI,19,992,60.93,Coursera,184.85,4.49,183371.2,0.19,Short,Moderate
2272,Course_2272,Data Science,90,4228,57.03,Coursera,91.12,3.86,385255.36,0.02,Long,Moderate
2273,Course_2273,Finance,57,1510,66.7,Coursera,75.26,4.63,113642.6,0.05,Long,Moderate
2274,Course_2274,Programming,38,405,72.76,LinkedIn Learning,186.55,3.94,75552.75,0.46,Medium,High
2275,Course_2275,AI,25,2142,82.79,LinkedIn Learning,145.31,3.82,311254.02,0.07,Medium,High
2276,Course_2276,Business,52,1148,98.33,Udemy,114.9,3.06,131905.2,0.1,Long,High
2277,Course_2277,Finance,90,4234,51.67,Coursera,86.21,4.83,365013.14,0.02,Long,Moderate
2278,Course_2278,AI,67,1573,61.07,edX,94.93,4.18,149324.89,0.06,Long,Moderate
2279,Course_2279,Finance,16,122,99.14,Coursera,141.19,4.37,17225.18,1.16,Short,High
2280,Course_2280,Design,70,1255,73.8,Coursera,107.05,3.16,134347.75,0.09,Long,High
2281,Course_2281,Marketing,11,1424,96.31,edX,67.9,4.77,96689.6,0.05,Short,High
2282,Course_2282,Programming,14,4240,89.0,Coursera,166.1,4.68,704264.0,0.04,Short,High
2283,Course_2283,AI,46,3539,95.0,Coursera,72.52,4.83,256648.28,0.02,Medium,High
2284,Course_2284,Programming,55,4857,61.46,edX,190.45,3.24,925015.65,0.04,Long,Moderate
2285,Course_2285,Technology,65,4891,70.34,LinkedIn Learning,165.55,3.22,809705.05,0.03,Long,High
2286,Course_2286,Programming,72,4633,87.41,Udemy,82.29,4.82,381249.57,0.02,Long,High
2287,Course_2287,Office Tools,65,3655,72.73,LinkedIn Learning,36.25,4.97,132493.75,0.01,Long,High
2288,Course_2288,Data Science,90,3239,72.38,Coursera,138.69,3.91,449216.91,0.04,Long,High
2289,Course_2289,Business,59,444,69.98,Udemy,138.92,3.89,61680.48,0.31,Long,Moderate
2290,Course_2290,Programming,84,4295,52.14,LinkedIn Learning,126.34,3.89,542630.3,0.03,Long,Moderate
2291,Course_2291,Technology,63,4924,93.28,Coursera,127.84,4.1,629484.16,0.03,Long,High
2292,Course_2292,Technology,92,4079,74.99,Udemy,58.33,4.47,237928.07,0.01,Long,High
2293,Course_2293,AI,95,4936,81.67,edX,160.62,4.17,792820.32,0.03,Long,High
2294,Course_2294,Marketing,19,3776,73.5,Coursera,196.47,4.04,741870.72,0.05,Short,High
2295,Course_2295,Technology,80,4572,96.14,edX,48.5,3.57,221742.0,0.01,Long,High
2296,Course_2296,Business,34,4420,70.41,Coursera,174.99,3.42,773455.8,0.04,Medium,High
2297,Course_2297,Data Science,47,1473,80.29,Udemy,193.48,4.0,284996.04,0.13,Medium,High
2298,Course_2298,Programming,53,2160,80.36,Udemy,34.96,3.44,75513.6,0.02,Long,High
2299,Course_2299,Technology,36,4905,53.91,edX,175.75,3.57,862053.75,0.04,Medium,Moderate
2300,Course_2300,Programming,25,1524,64.18,Udemy,160.4,4.34,244449.6,0.11,Medium,Moderate
2301,Course_2301,AI,58,3577,93.67,edX,159.21,4.76,569494.17,0.04,Long,High
2302,Course_2302,Programming,11,4923,77.87,LinkedIn Learning,91.48,3.96,450356.04,0.02,Short,High
2303,Course_2303,Programming,37,443,88.59,Coursera,191.13,3.31,84670.59,0.43,Medium,High
2304,Course_2304,Programming,71,4531,52.94,Udemy,190.66,4.07,863880.46,0.04,Long,Moderate
2305,Course_2305,Programming,33,1655,81.57,edX,131.55,4.73,217715.25,0.08,Medium,High
2306,Course_2306,Data Science,88,4715,50.48,Coursera,198.57,4.44,936257.55,0.04,Long,Moderate
2307,Course_2307,Finance,100,4129,64.43,Coursera,66.28,3.72,273670.12,0.02,Long,Moderate
2308,Course_2308,Programming,69,3448,92.41,edX,24.05,3.85,82924.4,0.01,Long,High
2309,Course_2309,Data Science,49,4907,69.46,Udemy,193.37,4.84,948866.59,0.04,Medium,Moderate
2310,Course_2310,Business,46,3195,73.52,edX,177.34,3.16,566601.3,0.06,Medium,High
2311,Course_2311,Marketing,83,4596,76.15,Udemy,26.38,4.17,121242.48,0.01,Long,High
2312,Course_2312,Office Tools,90,3889,88.58,Coursera,188.12,4.28,731598.68,0.05,Long,High
2313,Course_2313,AI,66,145,66.51,Coursera,91.08,4.34,13206.6,0.63,Long,Moderate
2314,Course_2314,Data Science,64,4787,94.04,edX,84.56,3.75,404788.72,0.02,Long,High
2315,Course_2315,AI,69,1354,52.83,edX,182.94,4.05,247700.76,0.14,Long,Moderate
2316,Course_2316,Business,88,2636,82.01,Coursera,34.32,3.14,90467.52,0.01,Long,High
2317,Course_2317,Technology,13,1429,63.92,LinkedIn Learning,146.24,3.68,208976.96,0.1,Short,Moderate
2318,Course_2318,Finance,85,3278,89.74,edX,104.47,3.76,342452.66,0.03,Long,High
2319,Course_2319,Design,44,2952,63.22,LinkedIn Learning,124.59,3.01,367789.68,0.04,Medium,Moderate
2320,Course_2320,Programming,51,4733,70.83,Coursera,121.53,3.36,575201.49,0.03,Long,High
2321,Course_2321,Technology,38,3001,50.86,edX,42.69,4.99,128112.69,0.01,Medium,Moderate
2322,Course_2322,AI,36,4524,92.51,Udemy,180.77,4.19,817803.48,0.04,Medium,High
2323,Course_2323,Design,19,841,77.2,LinkedIn Learning,192.9,4.21,162228.9,0.23,Short,High
2324,Course_2324,AI,32,1444,76.38,Udemy,76.81,4.26,110913.64,0.05,Medium,High
2325,Course_2325,Data Science,79,3724,59.2,Udemy,177.29,3.37,660227.96,0.05,Long,Moderate
2326,Course_2326,Programming,29,1242,60.0,edX,39.46,4.09,49009.32,0.03,Medium,Moderate
2327,Course_2327,Data Science,28,2942,94.09,LinkedIn Learning,44.05,3.13,129595.1,0.01,Medium,High
2328,Course_2328,AI,70,4443,93.39,Coursera,199.59,3.02,886778.37,0.04,Long,High
2329,Course_2329,Design,83,1423,61.9,edX,71.18,3.92,101289.14,0.05,Long,Moderate
2330,Course_2330,Marketing,75,846,99.44,edX,100.44,3.66,84972.24,0.12,Long,High
2331,Course_2331,Data Science,11,108,64.31,Udemy,182.35,3.7,19693.8,1.69,Short,Moderate
2332,Course_2332,Office Tools,58,4800,51.38,Udemy,174.14,3.19,835872.0,0.04,Long,Moderate
2333,Course_2333,Office Tools,33,500,69.8,LinkedIn Learning,99.01,4.92,49505.0,0.2,Medium,Moderate
2334,Course_2334,Office Tools,51,3501,59.5,LinkedIn Learning,176.15,4.69,616701.15,0.05,Long,Moderate
2335,Course_2335,Programming,40,3605,58.44,edX,47.37,4.87,170768.85,0.01,Medium,Moderate
2336,Course_2336,Office Tools,30,2526,51.99,Udemy,157.31,3.67,397365.06,0.06,Medium,Moderate
2337,Course_2337,Finance,97,4764,86.01,LinkedIn Learning,10.14,3.79,48306.96,0.0,Long,High
2338,Course_2338,Office Tools,34,1663,90.56,LinkedIn Learning,176.49,4.33,293502.87,0.11,Medium,High
2339,Course_2339,AI,15,2838,60.06,edX,145.56,3.48,413099.28,0.05,Short,Moderate
2340,Course_2340,Design,27,3956,54.46,LinkedIn Learning,36.57,3.93,144670.92,0.01,Medium,Moderate
2341,Course_2341,Data Science,12,1042,94.18,Udemy,130.96,3.44,136460.32,0.13,Short,High
2342,Course_2342,Design,78,4392,73.0,Coursera,87.99,3.48,386452.08,0.02,Long,High
2343,Course_2343,AI,49,1027,68.47,edX,88.5,3.39,90889.5,0.09,Medium,Moderate
2344,Course_2344,Technology,98,2979,62.71,Udemy,58.96,3.9,175641.84,0.02,Long,Moderate
2345,Course_2345,Technology,52,3096,68.33,Udemy,10.63,4.76,32910.48,0.0,Long,Moderate
2346,Course_2346,Finance,73,1381,80.36,edX,171.53,4.88,236882.93,0.12,Long,High
2347,Course_2347,Data Science,47,456,98.49,Udemy,194.85,3.18,88851.6,0.43,Medium,High
2348,Course_2348,AI,15,3723,75.54,Udemy,54.22,4.82,201861.06,0.01,Short,High
2349,Course_2349,Finance,99,2545,69.39,edX,154.83,3.97,394042.35,0.06,Long,Moderate
2350,Course_2350,Business,69,1201,81.31,LinkedIn Learning,104.21,3.79,125156.21,0.09,Long,High
2351,Course_2351,Programming,70,4732,63.88,Coursera,63.8,3.81,301901.6,0.01,Long,Moderate
2352,Course_2352,Technology,61,2888,53.79,Udemy,19.1,4.55,55160.8,0.01,Long,Moderate
2353,Course_2353,AI,60,1543,99.79,LinkedIn Learning,13.57,4.36,20938.51,0.01,Long,High
2354,Course_2354,Office Tools,27,229,95.28,LinkedIn Learning,19.29,3.7,4417.41,0.08,Medium,High
2355,Course_2355,Technology,19,817,87.83,edX,175.15,3.11,143097.55,0.21,Short,High
2356,Course_2356,Design,76,3921,71.86,LinkedIn Learning,108.16,3.39,424095.36,0.03,Long,High
2357,Course_2357,Marketing,16,2930,62.07,edX,172.28,4.94,504780.4,0.06,Short,Moderate
2358,Course_2358,Finance,85,3081,56.25,LinkedIn Learning,147.63,4.1,454848.03,0.05,Long,Moderate
2359,Course_2359,Technology,97,600,82.97,Udemy,124.8,4.64,74880.0,0.21,Long,High
2360,Course_2360,AI,76,1354,74.97,Coursera,89.34,3.39,120966.36,0.07,Long,High
2361,Course_2361,Business,87,4614,51.98,edX,98.26,3.82,453371.64,0.02,Long,Moderate
2362,Course_2362,Office Tools,68,3841,84.13,LinkedIn Learning,12.09,3.16,46437.69,0.0,Long,High
2363,Course_2363,Finance,90,1121,89.34,Coursera,48.7,4.17,54592.7,0.04,Long,High
2364,Course_2364,Marketing,82,411,79.16,edX,104.25,4.42,42846.75,0.25,Long,High
2365,Course_2365,Marketing,39,3146,79.59,edX,56.68,4.4,178315.28,0.02,Medium,High
2366,Course_2366,Design,26,329,93.04,LinkedIn Learning,195.86,4.99,64437.94,0.6,Medium,High
2367,Course_2367,Business,44,2564,71.48,LinkedIn Learning,116.96,3.15,299885.44,0.05,Medium,High
2368,Course_2368,AI,99,2556,88.5,edX,74.68,4.91,190882.08,0.03,Long,High
2369,Course_2369,AI,11,1999,72.76,Coursera,57.59,4.36,115122.41,0.03,Short,High
2370,Course_2370,Design,34,4849,62.08,LinkedIn Learning,174.05,3.76,843968.45,0.04,Medium,Moderate
2371,Course_2371,Marketing,69,3253,78.95,Udemy,147.34,3.31,479297.02,0.05,Long,High
2372,Course_2372,Programming,20,380,86.18,LinkedIn Learning,51.73,4.15,19657.4,0.14,Medium,High
2373,Course_2373,Business,72,2702,60.63,edX,57.36,3.72,154986.72,0.02,Long,Moderate
2374,Course_2374,Technology,99,3587,71.7,Udemy,67.51,3.6,242158.37,0.02,Long,High
2375,Course_2375,Office Tools,44,3433,71.98,LinkedIn Learning,180.56,4.65,619862.48,0.05,Medium,High
2376,Course_2376,Business,68,265,91.88,Udemy,51.66,4.81,13689.9,0.19,Long,High
2377,Course_2377,Technology,89,3250,66.92,Coursera,13.19,4.16,42867.5,0.0,Long,Moderate
2378,Course_2378,Programming,50,2209,77.41,LinkedIn Learning,182.74,3.57,403672.66,0.08,Medium,High
2379,Course_2379,Business,25,498,65.93,edX,55.41,4.66,27594.18,0.11,Medium,Moderate
2380,Course_2380,Business,52,4790,58.96,LinkedIn Learning,100.06,4.02,479287.4,0.02,Long,Moderate
2381,Course_2381,Finance,80,2096,87.58,edX,172.87,4.39,362335.52,0.08,Long,High
2382,Course_2382,Data Science,26,807,50.46,Coursera,59.52,3.1,48032.64,0.07,Medium,Moderate
2383,Course_2383,Office Tools,40,2933,98.98,LinkedIn Learning,99.26,3.66,291129.58,0.03,Medium,High
2384,Course_2384,AI,22,3856,65.83,edX,166.0,3.02,640096.0,0.04,Medium,Moderate
2385,Course_2385,Programming,97,1009,96.39,Udemy,168.97,3.7,170490.73,0.17,Long,High
2386,Course_2386,Design,76,4809,77.4,Coursera,32.89,3.1,158168.01,0.01,Long,High
2387,Course_2387,Marketing,77,4382,94.53,edX,48.46,3.64,212351.72,0.01,Long,High
2388,Course_2388,Office Tools,39,2615,60.63,LinkedIn Learning,39.26,3.38,102664.9,0.02,Medium,Moderate
2389,Course_2389,Finance,71,3652,68.09,LinkedIn Learning,22.48,3.05,82096.96,0.01,Long,Moderate
2390,Course_2390,Data Science,74,3974,62.72,Coursera,118.12,4.9,469408.88,0.03,Long,Moderate
2391,Course_2391,Office Tools,94,2420,51.74,LinkedIn Learning,46.86,3.1,113401.2,0.02,Long,Moderate
2392,Course_2392,Finance,73,1099,88.9,edX,69.64,4.2,76534.36,0.06,Long,High
2393,Course_2393,Business,65,1102,96.6,Udemy,139.43,3.73,153651.86,0.13,Long,High
2394,Course_2394,AI,30,1064,90.65,edX,60.47,3.56,64340.08,0.06,Medium,High
2395,Course_2395,Technology,25,1648,79.24,Udemy,21.74,3.13,35827.52,0.01,Medium,High
2396,Course_2396,Marketing,25,2498,57.54,Udemy,51.19,4.68,127872.62,0.02,Medium,Moderate
2397,Course_2397,Business,77,618,56.46,edX,118.15,4.94,73016.7,0.19,Long,Moderate
2398,Course_2398,Data Science,27,3285,78.55,edX,43.73,3.91,143653.05,0.01,Medium,High
2399,Course_2399,Data Science,89,2761,94.73,edX,153.37,3.72,423454.57,0.06,Long,High
2400,Course_2400,Technology,46,2571,71.29,Coursera,52.64,3.66,135337.44,0.02,Medium,High
2401,Course_2401,Office Tools,82,2438,71.45,LinkedIn Learning,156.37,3.23,381230.06,0.06,Long,High
2402,Course_2402,Office Tools,78,2766,94.06,Coursera,184.43,4.0,510133.38,0.07,Long,High
2403,Course_2403,Business,30,371,95.5,edX,22.13,3.22,8210.23,0.06,Medium,High
2404,Course_2404,Marketing,25,2873,76.14,Udemy,35.77,3.34,102767.21,0.01,Medium,High
2405,Course_2405,Data Science,52,807,69.45,edX,11.33,3.16,9143.31,0.01,Long,Moderate
2406,Course_2406,Office Tools,89,1535,73.35,Udemy,65.26,3.12,100174.1,0.04,Long,High
2407,Course_2407,Office Tools,40,1414,67.26,LinkedIn Learning,63.56,3.41,89873.84,0.04,Medium,Moderate
2408,Course_2408,Marketing,27,351,90.58,edX,14.96,3.4,5250.96,0.04,Medium,High
2409,Course_2409,Technology,48,1107,96.04,LinkedIn Learning,58.32,3.78,64560.24,0.05,Medium,High
2410,Course_2410,Programming,88,834,83.47,edX,110.07,3.07,91798.38,0.13,Long,High
2411,Course_2411,Technology,45,2970,71.36,Udemy,18.38,3.69,54588.6,0.01,Medium,High
2412,Course_2412,Marketing,16,4487,64.88,edX,108.28,3.5,485852.36,0.02,Short,Moderate
2413,Course_2413,Data Science,17,1126,56.66,edX,43.04,4.7,48463.04,0.04,Short,Moderate
2414,Course_2414,Finance,28,1043,76.33,Coursera,133.43,4.22,139167.49,0.13,Medium,High
2415,Course_2415,Office Tools,70,1623,73.61,edX,124.07,3.11,201365.61,0.08,Long,High
2416,Course_2416,AI,89,2388,78.89,edX,39.38,3.05,94039.44,0.02,Long,High
2417,Course_2417,Data Science,78,617,67.12,edX,68.41,4.89,42208.97,0.11,Long,Moderate
2418,Course_2418,Finance,76,2993,64.79,Coursera,64.86,4.92,194125.98,0.02,Long,Moderate
2419,Course_2419,Technology,83,2808,65.5,Udemy,173.68,3.0,487693.44,0.06,Long,Moderate
2420,Course_2420,Technology,47,311,64.03,Coursera,97.55,3.88,30338.05,0.31,Medium,Moderate
2421,Course_2421,Design,42,2110,94.56,Udemy,135.63,4.16,286179.3,0.06,Medium,High
